action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_conversion.post_unsave,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,7,,,5,1,1,7,,,5,1,1,,,,176,,176,6,5,,165,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,5,,1.46,"[{'action_type': 'outbound_click', 'value': '1.46'}]",1.46,7.3,1.042857,,0.041477,0.041477,1.216667,,0.044242,1.46,15.598291,16.11479,1.068376,2025-12-14,2025-12-14,1.033113,468,1.068376,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.068376'}]",instagram,453,7.3,8,3,8,145,58,28
,,,,,,,,,,,,,,,,11,,11,,,,11,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.021818,0.021818,,,0.021818,,10.909091,10.909091,0,2025-12-14,2025-12-14,1,22,,,,,threads,22,0.24,1,8,1,11,4,2
,,,,1,,,,,,,,,,,,45,,45,,,,44,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,1.31,"[{'action_type': 'outbound_click', 'value': '1.31'}]",1.31,,,,0.029111,0.029111,,,0.029773,1.31,9.562044,9.703704,0.729927,2025-12-14,2025-12-14,1.014815,137,0.729927,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.729927'}]",facebook,135,1.31,,3,,40,20,10
,,,,1,1,1,,,,2,,,,,,66,,66,2,2,,63,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,1.77,"[{'action_type': 'outbound_click', 'value': '1.77'}]",1.77,1.77,,,0.026818,0.026818,0.885,,0.028095,1.77,11.132075,11.202532,0.628931,2025-12-14,2025-12-14,1.006329,159,0.628931,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.628931'}]",instagram,158,1.77,5,3,5,54,25,13
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.05,0.05,,,0.05,,10,10,0,2025-12-14,2025-12-14,1,5,,,,,messenger,5,0.05,1,7,1,1,1,1
,,,,1,,,,,,,,,,,,63,,63,,,,62,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,1.44,"[{'action_type': 'outbound_click', 'value': '1.44'}]",1.44,,,,0.022857,0.022857,,,0.023226,1.44,11.52,11.52,0.8,2025-12-14,2025-12-14,1,125,0.8,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.8'}]",threads,125,1.44,8,11,8,57,33,18
,1,,,,,,1,,,,,,,,,9,,9,,,,9,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,0.41,,0.045556,0.045556,,,0.045556,,10.25,10.512821,0,2025-12-14,2025-12-14,1.025641,40,,,,,facebook,39,0.41,3,3,3,8,5,4
,11,,,1,2,2,11,,,,,,,,,46,,46,,,,45,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,2.01,"[{'action_type': 'outbound_click', 'value': '2.01'}]",2.01,1.005,0.182727,,0.043696,0.043696,,,0.044667,0.67,12.331288,12.331288,1.840491,2025-12-14,2025-12-14,1,163,0.613497,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.613497'}]",instagram,163,2.01,5,3,5,39,19,9
,,,,1,,,,,,,,,,,,25,,25,,,,24,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.67,"[{'action_type': 'outbound_click', 'value': '0.67'}]",0.67,,,,0.0268,0.0268,,,0.027917,0.67,13.958333,13.958333,2.083333,2025-12-14,2025-12-14,1,48,2.083333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.083333'}]",threads,48,0.67,4,5,4,22,13,8
,188,,,34,14,14,188,,,9,,,1,,,945,1,945,11,10,,900,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,32,"[{'action_type': 'subscribe_mobile_app', 'value': '11.749649'}, {'action_type': 'subscribe_total', 'value': '11.749649'}, {'action_type': 'start_trial_mobile_app', 'value': '7.049789'}, {'action_type': 'start_trial_total', 'value': '7.049789'}]",1.036734,"[{'action_type': 'outbound_click', 'value': '1.036734'}]",1.036734,2.517782,0.187494,,0.0373,0.0373,3.20445,,0.039166,1.10153,15.569323,16.036827,1.413428,2025-12-14,2025-12-14,1.030027,2264,1.501767,34,"[{'action_type': 'outbound_click', 'value': '34'}]","[{'action_type': 'outbound_click', 'value': '1.501767'}]",facebook,2198,35.248946,87,4,77,828,424,278
,36,,,6,2,2,36,,,2,1,1,,,,74,1,74,4,2,,64,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,7,"[{'action_type': 'subscribe_mobile_app', 'value': '1.975501'}, {'action_type': 'subscribe_total', 'value': '1.975501'}, {'action_type': 'start_trial_mobile_app', 'value': '1.975501'}, {'action_type': 'start_trial_total', 'value': '1.975501'}]",0.6585,"[{'action_type': 'outbound_click', 'value': '0.6585'}]",0.6585,1.975501,0.10975,,0.053392,0.053392,0.987751,,0.061734,0.564429,16.741537,17.717501,2.966102,2025-12-14,2025-12-14,1.058296,236,2.542373,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.542373'}]",instagram,223,3.951003,7,4,7,61,25,21
,,,,,,,,,,,,,,,,,,,,,,,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,5.001269,5.001269,0,2025-12-14,2025-12-14,1,2,,,,,messenger,2,0.010003,,,,,,
,,,,,,,,,,,,,,,,11,,11,,,,11,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.017277,0.017277,,,0.017277,,12.669882,12.669882,0,2025-12-14,2025-12-14,1,15,,,,,threads,15,0.190048,2,6,2,9,4,3
,1,,,1,,,1,,,,,,,,,5,,5,,,,4,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.55,"[{'action_type': 'outbound_click', 'value': '0.55'}]",0.55,,0.55,,0.11,0.11,,,0.1375,0.55,30.555556,32.352941,5.555556,2025-12-14,2025-12-14,1.058824,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",facebook,17,0.55,,2,,4,1,1
,,,,,,,,,,,,,,,,2,,2,,,,2,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.27,0.27,,,0.27,,18,18,0,2025-12-14,2025-12-14,1,30,,,,,instagram,30,0.54,,1,,2,2,1
,,,,,,,,,,,,,,,,5,,5,,,,5,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.022,0.022,,,0.022,,18.333333,18.333333,0,2025-12-14,2025-12-14,1,6,,,,,threads,6,0.11,,4,,4,1,
,1115,1,,239,100,100,1115,,,44,,,1,,,6824,4,6824,49,45,,6536,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,230,"[{'action_type': 'subscribe_mobile_app', 'value': '7.664972'}, {'action_type': 'subscribe_total', 'value': '7.664972'}, {'action_type': 'start_trial_mobile_app', 'value': '5.657479'}, {'action_type': 'start_trial_total', 'value': '5.657479'}]",0.994201,"[{'action_type': 'outbound_click', 'value': '0.994201'}]",0.994201,2.376141,0.213107,,0.03482,0.03482,4.849268,,0.036355,1.033105,11.644898,12.58083,1.127175,2025-12-14,2025-12-14,1.080373,20405,1.171282,239,"[{'action_type': 'outbound_click', 'value': '239'}]","[{'action_type': 'outbound_click', 'value': '1.171282'}]",facebook,18887,237.614135,584,4,533,5634,2699,1526
,650,,1,99,55,55,650,,,42,5,5,2,,,2190,5,2190,55,44,,2036,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,143,"[{'action_type': 'subscribe_mobile_app', 'value': '5.747176'}, {'action_type': 'subscribe_total', 'value': '5.747176'}, {'action_type': 'start_trial_mobile_app', 'value': '5.108601'}, {'action_type': 'start_trial_total', 'value': '5.108601'}]",0.928837,"[{'action_type': 'outbound_click', 'value': '0.928837'}]",0.928837,1.671906,0.141469,,0.041989,0.041989,1.671906,,0.045164,0.643041,13.850703,14.01964,2.153939,2025-12-14,2025-12-14,1.012197,6639,1.491188,99,"[{'action_type': 'outbound_click', 'value': '99'}]","[{'action_type': 'outbound_click', 'value': '1.491188'}]",instagram,6559,91.95482,196,3,196,1779,817,466
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.120032,0.120032,,,0.120032,,4.286871,4.286871,0,2025-12-14,2025-12-14,1,28,,,,,messenger,28,0.120032,1,2,1,1,1,1
,16,,,2,,,16,,,1,,,,,,139,,139,1,1,,136,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,1.875506,"[{'action_type': 'outbound_click', 'value': '1.875506'}]",1.875506,,0.234438,,0.026986,0.026986,3.751012,,0.027581,1.875506,13.348799,13.348799,0.711744,2025-12-14,2025-12-14,1,281,0.711744,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.711744'}]",threads,281,3.751012,21,6,21,124,71,39
,3,,,,1,1,3,,,,,,,,,9,,9,,,,9,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,0.55,0.183333,,0.061111,0.061111,,,0.061111,,12.222222,12.5,0,2025-12-14,2025-12-14,1.022727,45,,,,,facebook,44,0.55,1,2,,6,3,3
,100,,,23,12,12,100,,,13,2,2,1,,,797,1,797,17,14,,757,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,47,"[{'action_type': 'subscribe_mobile_app', 'value': '28.21'}, {'action_type': 'subscribe_total', 'value': '28.21'}, {'action_type': 'start_trial_mobile_app', 'value': '14.105'}, {'action_type': 'start_trial_total', 'value': '14.105'}]",1.226522,"[{'action_type': 'outbound_click', 'value': '1.226522'}]",1.226522,2.350833,0.2821,,0.035395,0.035395,1.659412,,0.037266,0.600213,14.677419,15.085562,2.445369,2025-12-14,2025-12-14,1.027807,1922,1.19667,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.19667'}]",instagram,1870,28.21,45,4,45,699,355,206
,4,,,3,,,4,,,,,,,,,31,,31,,,,28,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,0.2,"[{'action_type': 'outbound_click', 'value': '0.2'}]",0.2,,0.15,,0.019355,0.019355,,,0.021429,0.2,15,15,7.5,2025-12-14,2025-12-14,1,40,7.5,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '7.5'}]",threads,40,0.6,4,9,6,28,18,9
