action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,1,,,1,,,,,,,,7,,7,,,,6,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.62,"[{'action_type': 'outbound_click', 'value': '0.62'}]",0.62,,0.62,,0.088571,0.088571,,,0.103333,0.62,28.181818,28.181818,4.545455,2025-12-09,2025-12-09,1,female,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",22,0.62,,2,,4,1,
,,,,1,,,,,,1,,,,,25,1,25,2,1,,22,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.24,"[{'action_type': 'outbound_click', 'value': '2.24'}]",2.24,,,,0.0896,0.0896,1.12,,0.101818,2.24,24.086022,24.347826,1.075269,2025-12-09,2025-12-09,1.01087,male,93,1.075269,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.075269'}]",92,2.24,5,3,5,21,9,8
,,,,,,,,,,,,,,,,,,,,,,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.01,,2,,,,
,,,,3,,,,,,1,,,,,61,,61,1,1,,57,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,1.136667,"[{'action_type': 'outbound_click', 'value': '1.136667'}]",1.136667,,,,0.055902,0.055902,3.41,,0.059825,1.136667,23.846154,24.184397,2.097902,2025-12-09,2025-12-09,1.014184,female,143,2.097902,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.097902'}]",141,3.41,5,4,4,50,25,17
,6,,,12,4,4,6,,,2,1,1,,,250,,250,3,2,,235,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,13,,1.329167,"[{'action_type': 'outbound_click', 'value': '1.329167'}]",1.329167,3.9875,2.658333,,0.0638,0.0638,5.316667,,0.067872,1.226923,20.396419,20.876963,1.662404,2025-12-09,2025-12-09,1.02356,male,782,1.534527,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.534527'}]",764,15.95,21,3,18,207,114,62
,,,,,,,,,,,,,,,1,,1,,,,1,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.1,0.1,,,0.1,,16.666667,16.666667,0,2025-12-09,2025-12-09,1,unknown,6,,,,,6,0.1,,3,,1,1,
,,,,,,,,,,,,,,,14,,14,,,,14,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.032143,0.032143,,,0.032143,,14.516129,14.516129,0,2025-12-09,2025-12-09,1,female,31,,,,,31,0.45,1,4,1,13,3,2
,2,,,1,,,2,,,1,,,,,27,,27,1,1,,25,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.73,"[{'action_type': 'outbound_click', 'value': '2.73'}]",2.73,,1.365,,0.101111,0.101111,2.73,,0.1092,2.73,21,21.328125,0.769231,2025-12-09,2025-12-09,1.015625,male,130,0.769231,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.769231'}]",128,2.73,2,2,2,22,12,7
,,,,,,,,,,,,,,,1,,1,,,,1,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-09,2025-12-09,1,unknown,2,,,,,2,0.03,,2,,1,,
,,,,,,,,,,1,,,,,28,,28,1,1,,27,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0525,0.0525,1.47,,0.054444,,21.304348,21.304348,0,2025-12-09,2025-12-09,1,female,69,,,,,69,1.47,2,3,1,20,11,6
,12,,,3,1,1,12,,,1,,,,,111,,111,1,1,,107,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,2.19,"[{'action_type': 'outbound_click', 'value': '2.19'}]",2.19,6.57,0.5475,,0.059189,0.059189,6.57,,0.061402,2.19,19.380531,19.969605,0.884956,2025-12-09,2025-12-09,1.030395,male,339,0.884956,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.884956'}]",329,6.57,13,4,13,99,50,33
,,,,,,,,,,,,,,,,,,,,,,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,unknown,2,,,,,2,0.02,,1,,,,
,293,,1,37,18,18,293,,,13,,,,,868,,868,14,13,,817,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,41,"[{'action_type': 'subscribe_mobile_app', 'value': '8.514286'}, {'action_type': 'subscribe_total', 'value': '8.514286'}, {'action_type': 'start_trial_mobile_app', 'value': '7.45'}, {'action_type': 'start_trial_total', 'value': '7.45'}]",1.610811,"[{'action_type': 'outbound_click', 'value': '1.610811'}]",1.610811,3.311111,0.203413,,0.068664,0.068664,4.257143,,0.07295,1.453659,20.087631,20.737648,1.381867,2025-12-09,2025-12-09,1.032359,female,2967,1.247051,37,"[{'action_type': 'outbound_click', 'value': '37'}]","[{'action_type': 'outbound_click', 'value': '1.247051'}]",2874,59.6,77,3,73,730,317,193
,8,,,1,,,8,,,2,,,,,78,,78,2,2,,75,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,6.44,"[{'action_type': 'outbound_click', 'value': '6.44'}]",6.44,,0.805,,0.082564,0.082564,3.22,,0.085867,2.146667,19.456193,19.938081,0.906344,2025-12-09,2025-12-09,1.024768,male,331,0.302115,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.302115'}]",323,6.44,11,3,11,67,31,18
,,,,1,,,,,,1,1,1,,,8,,8,2,1,,5,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.32,"[{'action_type': 'outbound_click', 'value': '0.32'}]",0.32,,,,0.04,0.04,0.16,,0.064,0.32,21.333333,21.333333,6.666667,2025-12-09,2025-12-09,1,unknown,15,6.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",15,0.32,1,4,,5,2,2
,,,,1,,,,,,,,,,,33,,33,,,,32,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.16,"[{'action_type': 'outbound_click', 'value': '2.16'}]",2.16,,,,0.065455,0.065455,,,0.0675,2.16,17.007874,17.007874,0.787402,2025-12-09,2025-12-09,1,female,127,0.787402,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.787402'}]",127,2.16,6,7,6,30,10,6
,,,,,,,,,,,,,,,3,,3,,,,3,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.073333,0.073333,,,0.073333,,16.923077,18.333333,0,2025-12-09,2025-12-09,1.083333,male,13,,,,,12,0.22,,2,,3,,
,,,,,,,,,,,,,,,,,,,,,,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,40,40,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.04,,,,,,
,4,,,1,,,4,,,,,,,,13,,13,,,,12,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.78,"[{'action_type': 'outbound_click', 'value': '0.78'}]",0.78,,0.195,,0.06,0.06,,,0.065,0.78,23.636364,25.16129,3.030303,2025-12-09,2025-12-09,1.064516,female,33,3.030303,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",31,0.78,,3,,11,7,1
,,,,,,,,,,,,,,,5,,5,,,,5,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.076,0.076,,,0.076,,15.2,15.2,0,2025-12-09,2025-12-09,1,male,25,,,,,25,0.38,,3,,4,4,1
,,,,,,,,,,,,,,,6,,6,,,,6,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.091667,0.091667,,,0.091667,,17.1875,17.741935,0,2025-12-09,2025-12-09,1.032258,female,32,,,,,31,0.55,2,2,1,5,2,2
,38,,,2,2,2,38,,,1,,,,,36,,36,1,1,,33,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,1.16,"[{'action_type': 'outbound_click', 'value': '1.16'}]",1.16,1.16,0.061053,,0.064444,0.064444,2.32,,0.070303,1.16,20.350877,20.350877,1.754386,2025-12-09,2025-12-09,1,male,114,1.754386,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.754386'}]",114,2.32,3,3,3,30,12,8
,,,,,,,,,,,,,,,,,,,,,,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.01,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924717494384,03 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-09,2025-12-09,1,female,2,,,,,2,0.01,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6924717494384,03 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0,,2,,,,
,,,,,,,,,,2,,,,,15,,15,2,2,,13,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.044667,0.044667,0.335,,0.051538,,23.103448,23.103448,0,2025-12-09,2025-12-09,1,female,29,,,,,29,0.67,2,5,2,13,4,4
,,,,1,,,,,,,,,,,42,,42,,,,41,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.69,"[{'action_type': 'outbound_click', 'value': '2.69'}]",2.69,,,,0.064048,0.064048,,,0.06561,2.69,18.053691,18.29932,0.671141,2025-12-09,2025-12-09,1.013605,male,149,0.671141,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.671141'}]",147,2.69,6,3,6,37,17,13
,,,,,,,,,,,,,,,1,,1,,,,1,,6924718158584,05 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-09,2025-12-09,1,female,3,,,,,3,0.04,1,9,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924718158584,05 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,25,25,0,2025-12-09,2025-12-09,1,male,2,,,,,2,0.05,,2,,,,
,82,,,16,6,6,82,,,5,,,,,379,1,379,6,5,,357,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,16,"[{'action_type': 'subscribe_mobile_app', 'value': '28.95'}, {'action_type': 'subscribe_total', 'value': '28.95'}, {'action_type': 'start_trial_mobile_app', 'value': '28.95'}, {'action_type': 'start_trial_total', 'value': '28.95'}]",1.809375,"[{'action_type': 'outbound_click', 'value': '1.809375'}]",1.809375,4.825,0.353049,,0.076385,0.076385,4.825,,0.081092,1.809375,23.365617,24.266555,1.291364,2025-12-09,2025-12-09,1.038558,female,1239,1.291364,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.291364'}]",1193,28.95,49,4,47,315,156,91
,,,,2,,,,,,2,1,1,,,52,1,52,4,2,,46,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,1.415,"[{'action_type': 'outbound_click', 'value': '1.415'}]",1.415,,,,0.054423,0.054423,0.7075,,0.061522,1.415,18.376623,18.741722,1.298701,2025-12-09,2025-12-09,1.019868,male,154,1.298701,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",151,2.83,6,4,6,43,24,11
,,,,,,,,,,,,,,,1,,1,,,,1,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.11,0.11,,,0.11,,15.714286,15.714286,0,2025-12-09,2025-12-09,1,unknown,7,,,,,7,0.11,,2,,,,
,61,,,11,7,7,61,,,2,1,1,,,283,,283,3,2,,269,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,14,"[{'action_type': 'subscribe_mobile_app', 'value': '23.26'}, {'action_type': 'subscribe_total', 'value': '23.26'}, {'action_type': 'start_trial_mobile_app', 'value': '23.26'}, {'action_type': 'start_trial_total', 'value': '23.26'}]",2.114545,"[{'action_type': 'outbound_click', 'value': '2.114545'}]",2.114545,3.322857,0.381311,,0.082191,0.082191,7.753333,,0.086468,1.661429,21.049774,21.657356,1.266968,2025-12-09,2025-12-09,1.028864,female,1105,0.995475,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '0.995475'}]",1074,23.26,28,3,29,239,115,74
,5,,,4,,,5,,,,,,,,54,,54,,,,50,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,,1.2625,"[{'action_type': 'outbound_click', 'value': '1.2625'}]",1.2625,,1.01,,0.093519,0.093519,,,0.101,1.01,22.149123,23.059361,2.192982,2025-12-09,2025-12-09,1.041096,male,228,1.754386,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.754386'}]",219,5.05,7,3,7,46,19,13
,3,,,1,1,1,3,,,,,,,,4,,4,,,,3,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.23,"[{'action_type': 'outbound_click', 'value': '0.23'}]",0.23,0.23,0.076667,,0.0575,0.0575,,,0.076667,0.23,23,23,10,2025-12-09,2025-12-09,1,unknown,10,10,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '10'}]",10,0.23,,3,,2,1,1
,,,,1,,,,,,,,,,,38,,38,,,,37,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,3.08,"[{'action_type': 'outbound_click', 'value': '3.08'}]",3.08,,,,0.081053,0.081053,,,0.083243,3.08,24.83871,25.882353,0.806452,2025-12-09,2025-12-09,1.042017,female,124,0.806452,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.806452'}]",119,3.08,5,4,5,34,14,9
,,,,,,,,,,,,,,,4,,4,,,,4,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.1625,0.1625,,,0.1625,,27.083333,29.545455,0,2025-12-09,2025-12-09,1.090909,male,24,,,,,22,0.65,,2,,4,2,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,13.333333,13.333333,0,2025-12-09,2025-12-09,1,female,12,,,,,12,0.16,,2,,2,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.1075,0.1075,,,0.1075,,26.875,26.875,0,2025-12-09,2025-12-09,1,male,16,,,,,16,0.43,,3,,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,30,30,0,2025-12-09,2025-12-09,1,unknown,1,,,,,1,0.03,,2,,,,
