action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,3,,3,,,,3,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.11,0.11,,,0.11,,23.571429,25.384615,0,2025-12-04,2025-12-04,1.076923,female,14,,,,,13,0.33,,2,,3,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.11,0.11,,,0.11,,31.428571,31.428571,0,2025-12-04,2025-12-04,1,male,7,,,,,7,0.22,,3,,2,2,2
,,,,,,,,,,,,,,1,,1,,,,1,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0,,6,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.13,0.13,,,0.13,,21.666667,26,0,2025-12-04,2025-12-04,1.2,male,6,,,,,5,0.13,,3,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,20,0,2025-12-04,2025-12-04,1.5,male,3,,,,,2,0.04,,2,,1,,
1,64,2,,33,15,15,64,1,1,,,,1,556,,556,8,8,1,515,1,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,33,"[{'action_type': 'subscribe_mobile_app', 'value': '31.66'}, {'action_type': 'subscribe_total', 'value': '31.66'}]",0.959394,"[{'action_type': 'outbound_click', 'value': '0.959394'}]",0.959394,2.110667,0.494688,31.66,0.056942,0.056942,3.9575,31.66,0.061476,0.959394,26.967632,29.099265,2.810903,2025-12-04,2025-12-04,1.079044,female,1174,2.810903,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '2.810903'}]",1088,31.66,86,5,79,462,290,228
,2,,,4,,,2,,,,,,,113,1,113,2,1,,107,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.5475,"[{'action_type': 'outbound_click', 'value': '1.5475'}]",1.5475,,3.095,,0.054779,0.054779,3.095,,0.05785,1.238,22.591241,24.27451,1.824818,2025-12-04,2025-12-04,1.07451,male,274,1.459854,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.459854'}]",255,6.19,9,4,7,94,53,39
,1,,,1,,,1,,,,,,,9,,9,,,,8,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.3,"[{'action_type': 'outbound_click', 'value': '0.3'}]",0.3,,0.3,,0.033333,0.033333,,,0.0375,0.3,21.428571,23.076923,7.142857,2025-12-04,2025-12-04,1.076923,unknown,14,7.142857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.142857'}]",13,0.3,2,6,1,8,5,5
,7,,,4,1,1,7,,,,,,,55,,55,,,,51,,6921773422584,01_Eddie_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,4,,0.4725,"[{'action_type': 'outbound_click', 'value': '0.4725'}]",0.4725,1.89,0.27,,0.034364,0.034364,,,0.037059,0.4725,14.88189,15.75,3.149606,2025-12-04,2025-12-04,1.058333,female,127,3.149606,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '3.149606'}]",120,1.89,3,4,3,45,23,12
,8,,,3,1,1,8,,,,,,,145,,145,,,,142,,6921773422584,01_Eddie_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,3,,2.013333,"[{'action_type': 'outbound_click', 'value': '2.013333'}]",2.013333,6.04,0.755,,0.041655,0.041655,,,0.042535,2.013333,13.130435,14.211765,0.652174,2025-12-04,2025-12-04,1.082353,male,460,0.652174,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.652174'}]",425,6.04,14,3,15,114,56,31
,,,,,,,,,,,,,,,,,,,,,,6921773422584,01_Eddie_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-04,2025-12-04,1,unknown,3,,,,,3,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6921773422784,05_morganF_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.03,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6921773422784,05_morganF_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.03,0.03,,,0.03,,6,6,0,2025-12-04,2025-12-04,1,male,5,,,,,5,0.03,,1,,1,,
,,,,,,,,,,,,,,7,,7,,,,7,,6921774416784,02_Jesus_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.06,0.06,,,0.06,,24.705882,24.705882,0,2025-12-04,2025-12-04,1,female,17,,,,,17,0.42,,3,,5,1,
,3,,,2,,,3,,,,,,,26,,26,,,,24,,6921774416784,02_Jesus_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,1,,0.3,"[{'action_type': 'outbound_click', 'value': '0.3'}]",0.3,,0.2,,0.023077,0.023077,,,0.025,0.6,9.836066,10.169492,1.639344,2025-12-04,2025-12-04,1.033898,male,61,3.278689,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.278689'}]",59,0.6,2,4,2,21,10,5
,,,,,,,,,,,,,,,,,,,,,,6921774668584,03_kendrick_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,,,,,,,3.333333,3.333333,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.01,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6921774668584,03_kendrick_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.09,0.09,,,0.09,,10.588235,10.588235,0,2025-12-04,2025-12-04,1,male,17,,,,,17,0.18,,2,,2,1,1
,1,,,1,,,1,,,,,,,19,,19,1,1,,17,,6921774934184,04_Lebron_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,1,,0.69,"[{'action_type': 'outbound_click', 'value': '0.69'}]",0.69,,0.69,,0.036316,0.036316,0.69,,0.040588,0.69,11.129032,11.5,1.612903,2025-12-04,2025-12-04,1.033333,female,62,1.612903,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.612903'}]",60,0.69,1,3,1,17,6,3
,24,,,22,3,3,24,,,,,,,542,,542,6,6,,514,,6921774934184,04_Lebron_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,23,,0.722727,"[{'action_type': 'outbound_click', 'value': '0.722727'}]",0.722727,5.3,0.6625,,0.029336,0.029336,2.65,,0.030934,0.691304,9.683313,10.860656,1.400731,2025-12-04,2025-12-04,1.121585,male,1642,1.339829,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '1.339829'}]",1464,15.9,42,3,40,433,196,98
,,,,,,,,,,,,,,1,,1,,,,1,,6921774934184,04_Lebron_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.08,0.08,,,0.08,,8,10,0,2025-12-04,2025-12-04,1.25,unknown,10,,,,,8,0.08,,2,,1,1,
,,,,,,,,,,,,,,13,,13,,,,13,,6921776137384,06_Snoop_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.050769,0.050769,,,0.050769,,12.941176,13.469388,0,2025-12-04,2025-12-04,1.040816,female,51,,,,,49,0.66,1,3,1,11,6,2
,37,,,16,4,4,37,,,,,,,295,,295,2,2,,277,,6921776137384,06_Snoop_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,16,,0.551875,"[{'action_type': 'outbound_click', 'value': '0.551875'}]",0.551875,2.2075,0.238649,,0.029932,0.029932,4.415,,0.031877,0.551875,11.0375,11.710875,2,2025-12-04,2025-12-04,1.061008,male,800,2,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '2'}]",754,8.83,13,3,11,241,106,51
,,,,,,,,,,,,,,1,,1,,,,1,,6921776137384,06_Snoop_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.07,0.07,,,0.07,,11.666667,11.666667,0,2025-12-04,2025-12-04,1,unknown,6,,,,,6,0.07,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6921779270384,07_Rock_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.02,,4,,1,,
,,,,,,,,,,,,,,3,,3,,,,3,,6921779270384,07_Rock_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.053333,0.053333,,,0.053333,,10,11.428571,0,2025-12-04,2025-12-04,1.142857,male,16,,,,,14,0.16,,2,,3,,
,2,,,3,,,2,,,,,,,20,,20,,,,17,,6921780167184,08_Timmy_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,3,,0.353333,"[{'action_type': 'outbound_click', 'value': '0.353333'}]",0.353333,,0.53,,0.053,0.053,,,0.062353,0.353333,14.520548,15.820896,4.109589,2025-12-04,2025-12-04,1.089552,female,73,4.109589,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '4.109589'}]",67,1.06,1,3,1,14,5,2
,1,,,2,,,1,,,,,,,25,,25,,,,23,,6921780167184,08_Timmy_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,3,,0.685,"[{'action_type': 'outbound_click', 'value': '0.685'}]",0.685,,1.37,,0.0548,0.0548,,,0.059565,0.456667,11.810345,12.232143,2.586207,2025-12-04,2025-12-04,1.035714,male,116,1.724138,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",112,1.37,2,2,2,20,6,3
,,,,,,,,,,,,,,2,,2,,,,2,,6921780167184,08_Timmy_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.11,0.11,,,0.11,,36.666667,55,0,2025-12-04,2025-12-04,1.5,unknown,6,,,,,4,0.22,,4,,1,1,
,,,,,,,,,,,,,,,,,,,,,,6921781298384,09_TomC_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.04,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6921781298384,09_TomC_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.11,0.11,,,0.11,,6.470588,6.470588,0,2025-12-04,2025-12-04,1,male,17,,,,,17,0.11,,1,,1,,
,7,,,2,1,1,7,,,,,,,68,,68,1,1,,65,,6921782632984,11_WillFerrell_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,2,,1.37,"[{'action_type': 'outbound_click', 'value': '1.37'}]",1.37,2.74,0.391429,,0.040294,0.040294,2.74,,0.042154,1.37,15.393258,16.309524,1.123596,2025-12-04,2025-12-04,1.059524,female,178,1.123596,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.123596'}]",168,2.74,4,3,4,58,23,10
,55,,,20,1,1,55,,,,,,,335,,335,1,1,,314,,6921782632984,11_WillFerrell_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,21,,0.581,"[{'action_type': 'outbound_click', 'value': '0.581'}]",0.581,11.62,0.211273,,0.034687,0.034687,11.62,,0.037006,0.553333,11.832994,12.699454,2.138493,2025-12-04,2025-12-04,1.073224,male,982,2.03666,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '2.03666'}]",915,11.62,20,3,19,260,100,47
,,,,,,,,,,,,,,4,,4,,,,4,,6921782632984,11_WillFerrell_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.02,0.02,,,0.02,,11.428571,11.428571,0,2025-12-04,2025-12-04,1,unknown,7,,,,,7,0.08,,3,,4,1,
,,,,,,,,,,,,,,4,,4,,,,4,,6921786330784,12_WillS_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,0,,,,,,,,0.0625,0.0625,,,0.0625,,17.857143,19.230769,0,2025-12-04,2025-12-04,1.076923,female,14,,,,,13,0.25,1,3,,4,2,1
,1,,,1,,,1,,,,,,,26,,26,,,,25,,6921786330784,12_WillS_God's Plan,6921773421984,GodsPlan_Singing_251204,6920922044184,FB_iOS_Install_Rap_SingingTest_251203,1,,1.41,"[{'action_type': 'outbound_click', 'value': '1.41'}]",1.41,,1.41,,0.054231,0.054231,,,0.0564,1.41,14.536082,15.842697,1.030928,2025-12-04,2025-12-04,1.089888,male,97,1.030928,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.030928'}]",89,1.41,2,2,2,20,9,5
