action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_conversation_started_7d,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_onsite_conversion.messaging_conversation_started_7d,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,10,,,8,1,1,10,,,,2,,,,,233,,233,2,2,,223,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,8,,2.04875,"[{'action_type': 'outbound_click', 'value': '2.04875'}]",2.04875,16.39,1.639,,,0.070343,0.070343,8.195,,0.073498,2.04875,24.833333,25.77044,1.212121,2025-12-13,2025-12-13,1.037736,660,1.212121,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.212121'}]",636,16.39,26,3,25,198,85,48
,,,,2,,,,,,,1,,,,,51,,51,1,1,,48,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,1.505,"[{'action_type': 'outbound_click', 'value': '1.505'}]",1.505,,,,,0.05902,0.05902,3.01,,0.062708,1.505,32.021277,32.717391,2.12766,2025-12-13,2025-12-13,1.021739,94,2.12766,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.12766'}]",92,3.01,6,5,6,42,15,10
,,,,1,,,,,,,1,,,,,9,,9,1,1,,7,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.45,"[{'action_type': 'outbound_click', 'value': '0.45'}]",0.45,,,,,0.05,0.05,0.45,,0.064286,0.45,28.125,28.125,6.25,2025-12-13,2025-12-13,1,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",16,0.45,3,6,3,7,5,5
,,,,,,,,,,,,,,,,,,,,,,,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,20,20,0,2025-12-13,2025-12-13,1,2,,,,,2,0.04,,3,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-13,2025-12-13,1,1,,,,,1,0.03,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,30,30,0,2025-12-13,2025-12-13,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,30,30,0,2025-12-13,2025-12-13,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-13,2025-12-13,1,3,,,,,3,0.03,,3,,1,,
,,,,,,,,,,,,,,,,8,,8,,,,8,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.085,0.085,,,0.085,,18.378378,18.378378,0,2025-12-13,2025-12-13,1,37,,,,,37,0.68,2,4,2,7,4,3
,18,,,3,1,1,18,,,,,,,,,112,1,112,1,,,108,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,,2.38,"[{'action_type': 'outbound_click', 'value': '2.38'}]",2.38,7.14,0.396667,,,0.06375,0.06375,7.14,,0.066111,1.785,14.512195,15.223881,0.813008,2025-12-13,2025-12-13,1.049041,492,0.609756,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.609756'}]",469,7.14,17,3,17,98,51,28
,90,,,10,9,9,90,,,,2,,,,,237,1,237,3,2,,224,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,10,"[{'action_type': 'subscribe_mobile_app', 'value': '4.73'}, {'action_type': 'subscribe_total', 'value': '4.73'}, {'action_type': 'start_trial_mobile_app', 'value': '3.5475'}, {'action_type': 'start_trial_total', 'value': '3.5475'}]",1.419,"[{'action_type': 'outbound_click', 'value': '1.419'}]",1.419,1.576667,0.157667,,,0.059873,0.059873,4.73,,0.063348,1.419,17.432432,18.671053,1.228501,2025-12-13,2025-12-13,1.071053,814,1.228501,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.228501'}]",760,14.19,22,3,22,198,87,52
,29,,,7,2,2,29,,,,,,,,,141,,141,,,,134,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,7,"[{'action_type': 'subscribe_mobile_app', 'value': '4.215'}, {'action_type': 'subscribe_total', 'value': '4.215'}, {'action_type': 'start_trial_mobile_app', 'value': '2.81'}, {'action_type': 'start_trial_total', 'value': '2.81'}]",1.204286,"[{'action_type': 'outbound_click', 'value': '1.204286'}]",1.204286,4.215,0.29069,,,0.059787,0.059787,,,0.06291,1.204286,18.366013,18.816964,1.525054,2025-12-13,2025-12-13,1.024554,459,1.525054,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.525054'}]",448,8.43,13,3,11,118,51,34
,3,,,2,,,3,,,,,,,,,22,,22,,,,20,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,0.83,"[{'action_type': 'outbound_click', 'value': '0.83'}]",0.83,,0.553333,,,0.075455,0.075455,,,0.083,0.83,30.181818,30.740741,3.636364,2025-12-13,2025-12-13,1.018519,55,3.636364,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.636364'}]",54,1.66,2,3,2,15,9,6
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.17,0.17,,,0.17,,21.25,21.25,0,2025-12-13,2025-12-13,1,8,,,,,8,0.17,,3,,1,1,1
,2,,,,,,2,,,,,,,,,44,,44,,,,44,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,2.2,,,0.1,0.1,,,0.1,,22.335025,23.157895,0,2025-12-13,2025-12-13,1.036842,197,,,,,190,4.4,4,2,4,41,20,11
,15,,,9,1,1,15,,,,3,,,1,,207,,207,4,4,,194,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,9,,1.804444,"[{'action_type': 'outbound_click', 'value': '1.804444'}]",1.804444,16.24,1.082667,,,0.078454,0.078454,4.06,,0.083711,1.804444,18.623853,20.049383,1.03211,2025-12-13,2025-12-13,1.076543,872,1.03211,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.03211'}]",810,16.24,24,3,24,173,86,60
,80,,,15,4,4,80,,,,5,1,1,1,,277,1,277,8,6,,254,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,15,"[{'action_type': 'subscribe_mobile_app', 'value': '9.965'}, {'action_type': 'subscribe_total', 'value': '9.965'}, {'action_type': 'start_trial_mobile_app', 'value': '4.9825'}, {'action_type': 'start_trial_total', 'value': '4.9825'}]",1.328667,"[{'action_type': 'outbound_click', 'value': '1.328667'}]",1.328667,4.9825,0.249125,,,0.071949,0.071949,2.49125,,0.078465,1.328667,21.829135,22.119867,1.642935,2025-12-13,2025-12-13,1.013319,913,1.642935,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.642935'}]",901,19.93,31,3,30,238,116,73
,16,,,6,1,1,16,,,,,,,,,109,,109,,,,103,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,6,,1.325,"[{'action_type': 'outbound_click', 'value': '1.325'}]",1.325,7.95,0.496875,,,0.072936,0.072936,,,0.077184,1.325,26.324503,26.949153,1.986755,2025-12-13,2025-12-13,1.023729,302,1.986755,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.986755'}]",295,7.95,12,3,10,90,46,30
,1,,,1,,,1,,,,,,,,,18,,18,,,,17,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.08,"[{'action_type': 'outbound_click', 'value': '1.08'}]",1.08,,1.08,,,0.06,0.06,,,0.063529,1.08,26.341463,26.341463,2.439024,2025-12-13,2025-12-13,1,41,2.439024,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",41,1.08,2,5,2,16,12,7
,,,,1,,,,,,,,,,,,6,,6,,,,5,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.3,"[{'action_type': 'outbound_click', 'value': '0.3'}]",0.3,,,,,0.05,0.05,,,0.06,0.3,18.75,18.75,6.25,2025-12-13,2025-12-13,1,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",16,0.3,2,33,2,5,3,2
,,,,2,,,,,,,,,,,,17,,17,,,,15,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,0.465,"[{'action_type': 'outbound_click', 'value': '0.465'}]",0.465,,,,,0.054706,0.054706,,,0.062,0.465,22.682927,22.682927,4.878049,2025-12-13,2025-12-13,1,41,4.878049,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.878049'}]",41,0.93,1,4,1,13,6,3
,,,,1,,,,,,,,,,,,95,,95,,,,94,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,5.76,"[{'action_type': 'outbound_click', 'value': '5.76'}]",5.76,,,,,0.060632,0.060632,,,0.061277,5.76,14.92228,15.652174,0.259067,2025-12-13,2025-12-13,1.048913,386,0.259067,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.259067'}]",368,5.76,5,3,5,76,45,33
,23,1,,12,3,3,23,,,,,,,,,187,,187,,,,175,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,11,,0.985833,"[{'action_type': 'outbound_click', 'value': '0.985833'}]",0.985833,3.943333,0.514348,,,0.063262,0.063262,,,0.0676,1.075455,18.228043,19.204545,1.694915,2025-12-13,2025-12-13,1.053571,649,1.848998,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.848998'}]",616,11.83,16,3,16,149,82,37
,15,,,4,1,1,15,,,,4,,,,,157,,157,4,4,,149,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,,2.265,"[{'action_type': 'outbound_click', 'value': '2.265'}]",2.265,9.06,0.604,,,0.057707,0.057707,2.265,,0.060805,2.265,22.48139,24.03183,0.992556,2025-12-13,2025-12-13,1.068966,403,0.992556,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.992556'}]",377,9.06,13,4,12,127,62,37
,,,,,,,,,,,,,,,,32,,32,,,,32,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.062188,0.062188,,,0.062188,,23.411765,25.512821,0,2025-12-13,2025-12-13,1.089744,85,,,,,78,1.99,2,4,2,26,18,10
,2,,,1,,,2,,,,,,,,,6,,6,,,,5,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.34,"[{'action_type': 'outbound_click', 'value': '0.34'}]",0.34,,0.17,,,0.056667,0.056667,,,0.068,0.34,22.666667,24.285714,6.666667,2025-12-13,2025-12-13,1.071429,15,6.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",14,0.34,2,9,2,5,3,3
,,,,,,,,,,,,,,,,,,,,,,,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,0,0,0,2025-12-13,2025-12-13,1,1,,,,,1,0,,2,,,,
,,,,,1,1,,,,,,,,,,6,,6,,,,6,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,0.58,,,,0.096667,0.096667,,,0.096667,,29,29,0,2025-12-13,2025-12-13,1,20,,,,,20,0.58,,3,,5,3,3
,,,,,,,,,,,,,,,,15,,15,,,,15,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.057333,0.057333,,,0.057333,,19.111111,19.111111,0,2025-12-13,2025-12-13,1,45,,,,,45,0.86,2,3,2,11,7,6
,,,,1,,,,,,,,,,,,17,1,17,1,,,15,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.11,"[{'action_type': 'outbound_click', 'value': '1.11'}]",1.11,,,,,0.065294,0.065294,1.11,,0.074,1.11,19.137931,19.137931,1.724138,2025-12-13,2025-12-13,1,58,1.724138,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",58,1.11,2,3,2,14,7,7
,,,,,,,,,,,,,,,,5,,5,,,,5,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.07,0.07,,,0.07,,23.333333,26.923077,0,2025-12-13,2025-12-13,1.153846,15,,,,,13,0.35,2,5,1,5,3,3
,,,,,,,,,,,,,,,,,,,,,,,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,30,30,0,2025-12-13,2025-12-13,1,2,,,,,2,0.06,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-13,2025-12-13,1,1,,,,,1,0.04,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,36.153846,36.153846,0,2025-12-13,2025-12-13,1,13,,,,,13,0.47,,1,,,,
,,,,1,1,1,,,,,,,,,,30,,30,,,,29,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,2.01,"[{'action_type': 'outbound_click', 'value': '2.01'}]",2.01,2.01,,,,0.067,0.067,,,0.06931,2.01,18.611111,19.90099,0.925926,2025-12-13,2025-12-13,1.069307,108,0.925926,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.925926'}]",101,2.01,3,3,3,25,10,9
,,,,2,,,,,,,,,,,,45,,45,,,,43,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.45,"[{'action_type': 'outbound_click', 'value': '1.45'}]",1.45,,,,,0.064444,0.064444,,,0.067442,1.45,18.238994,18.709677,1.257862,2025-12-13,2025-12-13,1.025806,159,1.257862,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.257862'}]",155,2.9,4,3,4,37,19,12
,48,,,4,3,3,48,,,,,,,,,36,,36,,,,32,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '1.23'}, {'action_type': 'subscribe_total', 'value': '1.23'}, {'action_type': 'start_trial_mobile_app', 'value': '1.23'}, {'action_type': 'start_trial_total', 'value': '1.23'}]",0.615,"[{'action_type': 'outbound_click', 'value': '0.615'}]",0.615,0.82,0.05125,,,0.068333,0.068333,,,0.076875,0.615,26.73913,27.954545,4.347826,2025-12-13,2025-12-13,1.045455,92,4.347826,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '4.347826'}]",88,2.46,6,4,6,32,17,11
,,,,,,,,,,,,,,,,6,,6,,,,6,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.061667,0.061667,,,0.061667,,24.666667,28.461538,0,2025-12-13,2025-12-13,1.153846,15,,,,,13,0.37,,3,,6,1,1
,,,,,,,,,,,,,,,,2,,2,,,,2,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-13,2025-12-13,1,4,,,,,4,0.08,,4,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,50,50,0,2025-12-13,2025-12-13,1,1,,,,,1,0.05,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.31,0.31,,,0.31,,77.5,77.5,0,2025-12-13,2025-12-13,1,4,,,,,4,0.31,,3,,1,1,1
,,,,1,,,,,,,,,,,,13,,13,,,,12,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.09,"[{'action_type': 'outbound_click', 'value': '1.09'}]",1.09,,,,,0.083846,0.083846,,,0.090833,1.09,24.772727,24.772727,2.272727,2025-12-13,2025-12-13,1,44,2.272727,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",44,1.09,1,3,1,11,8,6
,,,,2,1,1,,,,,,,,,,31,,31,,,,29,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.53,"[{'action_type': 'outbound_click', 'value': '1.53'}]",1.53,3.06,,,,0.09871,0.09871,,,0.105517,3.06,39.74026,40.263158,1.298701,2025-12-13,2025-12-13,1.013158,77,2.597403,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.597403'}]",76,3.06,2,4,2,28,14,9
,2,,,,,,2,,,,,,,,,28,,28,,,,28,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,1.195,,,0.085357,0.085357,,,0.085357,,28.795181,29.506173,0,2025-12-13,2025-12-13,1.024691,83,,,,,81,2.39,4,4,4,24,16,10
,,,,,,,,,,,,,,,,6,,6,,,,6,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.111667,0.111667,,,0.111667,,47.857143,47.857143,0,2025-12-13,2025-12-13,1,14,,,,,14,0.67,1,8,1,5,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-13,2025-12-13,1,2,,,,,2,0.06,,2,,1,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.19,0.19,,,0.19,,22.352941,23.75,0,2025-12-13,2025-12-13,1.0625,17,,,,,16,0.38,,1,,1,,
,6,,,2,,,6,,,,,,,,,23,,23,,,,21,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,,1.15,"[{'action_type': 'outbound_click', 'value': '1.15'}]",1.15,,0.383333,,,0.1,0.1,,,0.109524,0.766667,35.384615,39.655172,4.615385,2025-12-13,2025-12-13,1.12069,65,3.076923,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.076923'}]",58,2.3,1,3,1,18,9,5
,,,,2,,,,,,,,,,,,32,,32,,,,30,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.13,"[{'action_type': 'outbound_click', 'value': '1.13'}]",1.13,,,,,0.070625,0.070625,,,0.075333,1.13,30.958904,33.731343,2.739726,2025-12-13,2025-12-13,1.089552,73,2.739726,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.739726'}]",67,2.26,2,4,2,26,14,9
,,,,,,,,,,,1,,,,,5,,5,1,1,,4,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.168,0.168,0.84,,0.21,,33.6,36.521739,0,2025-12-13,2025-12-13,1.086957,25,,,,,23,0.84,2,3,2,2,2,2
,,,,,,,,,,,,,,,,3,,3,,,,3,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.05,0.05,,,0.05,,30,37.5,0,2025-12-13,2025-12-13,1.25,5,,,,,4,0.15,,3,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-13,2025-12-13,1,2,,,,,2,0.07,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,1,,,,,1,0.01,,1,,,,
