action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-15,2025-12-15,1,3,,,,,messenger,3,0.04,,1,,,,
,2,,,,1,1,2,,,,,,,,,66,,66,,,,66,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,1.42,0.71,,0.021515,0.021515,,,0.021515,,10.518519,10.518519,0,2025-12-15,2025-12-15,1,135,,,,,threads,135,1.42,11,6,11,60,34,21
,194,2,,52,17,17,194,,,,21,,,,,1203,2,1203,23,21,,1128,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,51,"[{'action_type': 'subscribe_mobile_app', 'value': '11.265192'}, {'action_type': 'subscribe_total', 'value': '11.265192'}]",0.866553,"[{'action_type': 'outbound_click', 'value': '0.866553'}]",0.866553,2.650633,0.232272,,0.037457,0.037457,1.959164,,0.039947,0.883544,16.763678,17.218482,1.897321,2025-12-15,2025-12-15,1.02713,2688,1.934524,52,"[{'action_type': 'outbound_click', 'value': '52'}]","[{'action_type': 'outbound_click', 'value': '1.934524'}]",facebook,2617,45.060766,127,4,115,1037,571,378
,7,,,3,2,2,7,,,,3,1,1,,,69,1,69,5,3,,61,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,1.069781,"[{'action_type': 'outbound_click', 'value': '1.069781'}]",1.069781,1.604671,0.458477,,0.046512,0.046512,0.641868,,0.052612,1.069781,16.980647,17.53739,1.587302,2025-12-15,2025-12-15,1.032787,189,1.587302,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.587302'}]",instagram,183,3.209342,8,4,8,55,28,16
,,,,,,,,,,,,,,,,6,,6,,,,6,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.04999,0.04999,,,0.04999,,3.895306,3.895306,0,2025-12-15,2025-12-15,1,77,,,,,messenger,77,0.299939,1,3,1,6,5,3
,,,,,,,,,,,,,,,,15,,15,,,,15,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.01533,0.01533,,,0.01533,,12.102783,12.102783,0,2025-12-15,2025-12-15,1,19,,,,,threads,19,0.229953,3,8,3,14,7,5
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.096667,0.096667,,,0.096667,,22.307692,22.307692,0,2025-12-15,2025-12-15,1,13,,,,,facebook,13,0.29,1,3,,3,2,2
,,,,,,,,,,,,,,,,5,,5,,,,5,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.058,0.058,,,0.058,,18.125,18.125,0,2025-12-15,2025-12-15,1,16,,,,,instagram,16,0.29,,3,,4,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-15,2025-12-15,1,2,,,,,threads,2,0,,7,,1,1,1
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.040001,"[{'action_type': 'outbound_click', 'value': '0.040001'}]",0.040001,,,,0.020001,0.020001,,,0.040001,0.040001,40.001109,40.001109,100,2025-12-15,2025-12-15,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",audience_network,1,0.040001,,8,,1,1,
,728,4,1,132,58,58,728,,,,27,1,1,1,,4495,4,4495,34,28,,4329,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,130,"[{'action_type': 'subscribe_mobile_app', 'value': '8.355232'}, {'action_type': 'subscribe_total', 'value': '8.355232'}, {'action_type': 'start_trial_mobile_app', 'value': '11.568782'}, {'action_type': 'start_trial_total', 'value': '11.568782'}]",1.13935,"[{'action_type': 'outbound_click', 'value': '1.13935'}]",1.13935,2.593003,0.206585,,0.033458,0.033458,4.423358,,0.034741,1.156878,12.034422,12.735555,1.04025,2025-12-15,2025-12-15,1.058261,12497,1.056254,132,"[{'action_type': 'outbound_click', 'value': '132'}]","[{'action_type': 'outbound_click', 'value': '1.056254'}]",facebook,11809,150.394168,390,4,341,3740,1807,1010
,802,,4,138,68,68,802,,,,90,8,8,3,,5218,4,5218,109,93,,4971,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,317,"[{'action_type': 'subscribe_mobile_app', 'value': '10.166282'}, {'action_type': 'subscribe_total', 'value': '10.166282'}, {'action_type': 'start_trial_mobile_app', 'value': '33.887606'}, {'action_type': 'start_trial_total', 'value': '33.887606'}]",1.473374,"[{'action_type': 'outbound_click', 'value': '1.473374'}]",1.473374,2.990083,0.253523,,0.038966,0.038966,1.865373,,0.040902,0.641406,12.60387,12.60387,1.965038,2025-12-15,2025-12-15,1,16132,0.855443,138,"[{'action_type': 'outbound_click', 'value': '138'}]","[{'action_type': 'outbound_click', 'value': '0.855443'}]",instagram,16132,203.325635,479,4,480,4301,2048,1200
,,,,,,,,,,,,,,,,,,,,,,,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,8.000222,8.000222,0,2025-12-15,2025-12-15,1,5,,,,,messenger,5,0.040001,,0,,,,
,,,,1,,,,,,,3,,,,,280,,280,3,3,,276,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,7.000194,"[{'action_type': 'outbound_click', 'value': '7.000194'}]",7.000194,,,,0.025001,0.025001,2.333398,,0.025363,7.000194,13.333703,13.333703,0.190476,2025-12-15,2025-12-15,1,525,0.190476,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.190476'}]",threads,525,7.000194,45,8,45,257,142,95
,,,,,,,,,,,,,,,,38,,38,,,,38,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.037359,0.037359,,,0.037359,,10.836975,11.00499,0,2025-12-15,2025-12-15,1.015504,131,,,,,facebook,129,1.419644,1,2,1,34,11,4
,320,,,52,32,32,320,,,,34,4,4,,,1869,2,1869,40,34,,1777,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,66,"[{'action_type': 'subscribe_mobile_app', 'value': '12.203604'}, {'action_type': 'subscribe_total', 'value': '12.203604'}, {'action_type': 'start_trial_mobile_app', 'value': '36.610812'}, {'action_type': 'start_trial_total', 'value': '36.610812'}]",1.408108,"[{'action_type': 'outbound_click', 'value': '1.408108'}]",1.408108,2.288176,0.228818,,0.039177,0.039177,1.830541,,0.041205,1.109419,17.083907,17.176079,1.539897,2025-12-15,2025-12-15,1.005395,4286,1.213252,52,"[{'action_type': 'outbound_click', 'value': '52'}]","[{'action_type': 'outbound_click', 'value': '1.213252'}]",instagram,4263,73.221623,102,4,102,1613,755,444
,1,,,4,,,1,,,,2,,,,,230,,230,2,2,,224,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,4,,1.262183,"[{'action_type': 'outbound_click', 'value': '1.262183'}]",1.262183,,5.048733,,0.021951,0.021951,2.524366,,0.022539,1.262183,13.463288,13.463288,1.066667,2025-12-15,2025-12-15,1,375,1.066667,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.066667'}]",threads,375,5.048733,48,14,48,215,128,77
,,,,1,,,,,,,,,,,,1,,1,,,,,,6928148053984,New App promotion Ad,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,0.11,"[{'action_type': 'outbound_click', 'value': '0.11'}]",0.11,,,,0.11,0.11,,,,,15.714286,18.333333,0,2025-12-15,2025-12-15,1.166667,7,14.285714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '14.285714'}]",facebook,6,0.11,,,,,,
,,,,1,,,,,,,,,,,,1,,1,,,,,,6928148053984,New App promotion Ad,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,0.13,"[{'action_type': 'outbound_click', 'value': '0.13'}]",0.13,,,,0.13,0.13,,,,0.13,14.444444,14.444444,11.111111,2025-12-15,2025-12-15,1,9,11.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",instagram,9,0.13,,,,,,
,,,,6,,,,,,,,,,,,98,,98,,,,92,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,6,,0.678333,"[{'action_type': 'outbound_click', 'value': '0.678333'}]",0.678333,,,,0.041531,0.041531,,,0.044239,0.678333,11.865889,11.900585,1.749271,2025-12-15,2025-12-15,1.002924,343,1.749271,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.749271'}]",facebook,342,4.07,9,4,9,77,39,23
,219,,,49,20,20,219,,,,46,9,9,,,2555,5,2555,60,46,,2446,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,78,"[{'action_type': 'subscribe_mobile_app', 'value': '12.56'}, {'action_type': 'subscribe_total', 'value': '12.56'}]",1.794286,"[{'action_type': 'outbound_click', 'value': '1.794286'}]",1.794286,4.396,0.401461,,0.034411,0.034411,1.465333,,0.035944,1.127179,14.677796,14.796365,1.30217,2025-12-15,2025-12-15,1.008078,5990,0.81803,49,"[{'action_type': 'outbound_click', 'value': '49'}]","[{'action_type': 'outbound_click', 'value': '0.81803'}]",instagram,5942,87.92,146,4,147,2234,1030,629
,1,,,2,,,1,,,,,,,,,97,,97,,,,95,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,2,"[{'action_type': 'subscribe_mobile_app', 'value': '2.23'}, {'action_type': 'subscribe_total', 'value': '2.23'}]",1.115,"[{'action_type': 'outbound_click', 'value': '1.115'}]",1.115,,2.23,,0.02299,0.02299,,,0.023474,1.115,13.850932,13.850932,1.242236,2025-12-15,2025-12-15,1,161,1.242236,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.242236'}]",threads,161,2.23,14,7,14,88,49,29
,36,,,3,2,2,36,,,,,,,,,34,,34,,,,31,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,3,,1.113333,"[{'action_type': 'outbound_click', 'value': '1.113333'}]",1.113333,1.67,0.092778,,0.098235,0.098235,,,0.107742,1.113333,16.292683,16.616915,1.463415,2025-12-15,2025-12-15,1.019901,205,1.463415,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.463415'}]",facebook,201,3.34,2,2,2,29,13,8
,,,,,,,,,,,3,,,,,24,,24,3,3,,21,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,0.054167,0.054167,0.433333,,0.061905,,16.883117,17.567568,0,2025-12-15,2025-12-15,1.040541,77,,,,,instagram,74,1.3,1,3,1,16,11,9
,,,,,,,,,,,,,,,,1,,1,,,,1,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,threads,1,0,,6,,1,,
,748,3,,126,51,51,748,,,,30,2,2,2,,3576,3,3576,37,32,,3413,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,122,"[{'action_type': 'subscribe_mobile_app', 'value': '6.038558'}, {'action_type': 'subscribe_total', 'value': '6.038558'}, {'action_type': 'start_trial_mobile_app', 'value': '120.771159'}, {'action_type': 'start_trial_total', 'value': '120.771159'}]",0.958501,"[{'action_type': 'outbound_click', 'value': '0.958501'}]",0.958501,2.368062,0.161459,,0.033773,0.033773,3.264085,,0.035386,0.989928,11.533871,12.239907,1.165123,2025-12-15,2025-12-15,1.061214,10471,1.203323,126,"[{'action_type': 'outbound_click', 'value': '126'}]","[{'action_type': 'outbound_click', 'value': '1.203323'}]",facebook,9867,120.771159,316,4,287,2918,1415,783
,763,,2,113,65,65,763,,,,118,8,8,4,,6183,19,6183,151,122,,5919,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,312,"[{'action_type': 'subscribe_mobile_app', 'value': '10.578346'}, {'action_type': 'subscribe_total', 'value': '10.578346'}, {'action_type': 'start_trial_mobile_app', 'value': '100.494285'}, {'action_type': 'start_trial_total', 'value': '100.494285'}]",1.77866,"[{'action_type': 'outbound_click', 'value': '1.77866'}]",1.77866,3.092132,0.263419,,0.032507,0.032507,1.33105,,0.033957,0.644194,11.070701,11.713303,1.718535,2025-12-15,2025-12-15,1.058045,18155,0.622418,113,"[{'action_type': 'outbound_click', 'value': '113'}]","[{'action_type': 'outbound_click', 'value': '0.622418'}]",instagram,17159,200.988571,501,4,503,5089,2408,1325
,,,,1,,,,,,,,,,,,118,,118,,,,117,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,2.930271,"[{'action_type': 'outbound_click', 'value': '2.930271'}]",2.930271,,,,0.024833,0.024833,,,0.025045,2.930271,13.259144,13.259144,0.452489,2025-12-15,2025-12-15,1,221,0.452489,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.452489'}]",threads,221,2.930271,19,8,19,106,55,32
,161,,,26,11,11,161,,,,6,,,,,568,,568,6,6,,536,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,25,"[{'action_type': 'subscribe_mobile_app', 'value': '22.31'}, {'action_type': 'subscribe_total', 'value': '22.31'}]",0.858077,"[{'action_type': 'outbound_click', 'value': '0.858077'}]",0.858077,2.028182,0.138571,,0.039278,0.039278,3.718333,,0.041623,0.8924,16.332357,16.927162,1.830161,2025-12-15,2025-12-15,1.036419,1366,1.903368,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.903368'}]",facebook,1318,22.31,45,4,41,484,249,149
,,,,,,,,,,,1,,,,,34,,34,1,1,,33,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,,,,,,,0.041765,0.041765,1.42,,0.04303,1.42,15.434783,15.955056,1.086957,2025-12-15,2025-12-15,1.033708,92,,,,,instagram,89,1.42,3,3,3,33,15,8
,,,,,,,,,,,,,,,,,,,,,,,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,,,,,,,12.5,12.5,0,2025-12-15,2025-12-15,1,8,,,,,messenger,8,0.1,,,,,,
