action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,,6928148053984,New App promotion Ad,6928148053784,FB_iOS_CPR_F_Rap_151225,25-34,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,5,,,,,5,0,,,,,,
,,,,1,,,,,,,,,,,,1,,1,,,,,,6928148053984,New App promotion Ad,6928148053784,FB_iOS_CPR_F_Rap_151225,35-44,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,0.12,"[{'action_type': 'outbound_click', 'value': '0.12'}]",0.12,,,,0.12,0.12,,,,,20,24,0,2025-12-15,2025-12-15,1.2,6,16.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '16.666667'}]",5,0.12,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6928148053984,New App promotion Ad,6928148053784,FB_iOS_CPR_F_Rap_151225,45-54,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6928148053984,New App promotion Ad,6928148053784,FB_iOS_CPR_F_Rap_151225,55-64,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,,,,,,,70,70,0,2025-12-15,2025-12-15,1,1,,,,,1,0.07,,,,,,
,9,,,4,,,9,,,,1,,,,,60,,60,1,1,,55,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,18-24,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,6,,0.4,"[{'action_type': 'outbound_click', 'value': '0.4'}]",0.4,,0.177778,,0.026667,0.026667,1.6,,0.029091,0.266667,9.815951,10,3.680982,2025-12-15,2025-12-15,1.01875,163,2.453988,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.453988'}]",160,1.6,6,4,6,50,31,17
,42,,,7,3,3,42,,,,7,2,2,,,499,3,499,12,7,,480,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,25-34,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,11,"[{'action_type': 'subscribe_mobile_app', 'value': '8.03'}, {'action_type': 'subscribe_total', 'value': '8.03'}]",2.294286,"[{'action_type': 'outbound_click', 'value': '2.294286'}]",2.294286,5.353333,0.382381,,0.032184,0.032184,1.338333,,0.033458,1.46,11.199442,11.455064,0.767085,2025-12-15,2025-12-15,1.022825,1434,0.488145,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.488145'}]",1402,16.06,35,3,35,438,201,132
,91,,,23,9,9,91,,,,20,4,4,,,1342,1,1342,25,20,,1294,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,35-44,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,39,"[{'action_type': 'subscribe_mobile_app', 'value': '11.1025'}, {'action_type': 'subscribe_total', 'value': '11.1025'}]",1.93087,"[{'action_type': 'outbound_click', 'value': '1.93087'}]",1.93087,4.934444,0.488022,,0.033092,0.033092,1.7764,,0.03432,1.138718,13.727975,14.005046,1.205564,2025-12-15,2025-12-15,1.020183,3235,0.710974,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '0.710974'}]",3171,44.41,81,4,82,1164,518,299
,78,,,21,8,8,78,,,,15,3,3,,,737,1,737,19,15,,697,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,45-54,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,28,"[{'action_type': 'subscribe_mobile_app', 'value': '13.925'}, {'action_type': 'subscribe_total', 'value': '13.925'}]",1.32619,"[{'action_type': 'outbound_click', 'value': '1.32619'}]",1.32619,3.48125,0.357051,,0.037788,0.037788,1.465789,,0.039957,0.994643,19.180441,19.421199,1.928375,2025-12-15,2025-12-15,1.012552,1452,1.446281,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '1.446281'}]",1434,27.85,41,5,41,654,322,201
,,,,1,,,,,,,3,,,,,79,,79,3,3,,75,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,55-64,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,3.29,"[{'action_type': 'outbound_click', 'value': '3.29'}]",3.29,,,,0.041646,0.041646,1.096667,,0.043867,3.29,22.22973,22.380952,0.675676,2025-12-15,2025-12-15,1.006803,148,0.675676,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.675676'}]",147,3.29,5,5,5,67,41,30
,,,,1,,,,,,,,,,,,33,,33,,,,32,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,65+,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,1.01,"[{'action_type': 'outbound_click', 'value': '1.01'}]",1.01,,,,0.030606,0.030606,,,0.031563,1.01,16.290323,16.557377,1.612903,2025-12-15,2025-12-15,1.016393,62,1.612903,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.612903'}]",61,1.01,1,4,1,26,5,2
,,,,,,,,,,,,,,,,1,,1,,,,1,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,18-24,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,0.24,0.24,,,0.24,,15,16,0,2025-12-15,2025-12-15,1.066667,16,,,,,15,0.24,,2,,1,1,1
,19,,,1,2,2,19,,,,1,,,,,18,,18,1,1,,16,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,25-34,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,0.81,"[{'action_type': 'outbound_click', 'value': '0.81'}]",0.81,0.405,0.042632,,0.045,0.045,0.81,,0.050625,0.81,13.278689,13.728814,1.639344,2025-12-15,2025-12-15,1.033898,61,1.639344,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",59,0.81,1,3,1,15,6,2
,11,,,1,,,11,,,,,,,,,27,,27,,,,26,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,35-44,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,2.52,"[{'action_type': 'outbound_click', 'value': '2.52'}]",2.52,,0.229091,,0.093333,0.093333,,,0.096923,2.52,17.027027,17.5,0.675676,2025-12-15,2025-12-15,1.027778,148,0.675676,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.675676'}]",144,2.52,,2,,20,11,9
,6,,,1,,,6,,,,2,,,,,9,,9,2,2,,6,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,45-54,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,0.8,"[{'action_type': 'outbound_click', 'value': '0.8'}]",0.8,,0.133333,,0.088889,0.088889,0.4,,0.133333,0.8,18.181818,18.181818,2.272727,2025-12-15,2025-12-15,1,44,2.272727,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",44,0.8,2,3,2,6,4,4
,,,,,,,,,,,,,,,,4,,4,,,,4,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,55-64,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,0.0675,0.0675,,,0.0675,,19.285714,19.285714,0,2025-12-15,2025-12-15,1,14,,,,,14,0.27,,3,,4,2,1
,76,,,5,6,6,76,,,,23,2,2,,,608,1,608,26,23,,577,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,18-24,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,37,"[{'action_type': 'subscribe_mobile_app', 'value': '22.78'}, {'action_type': 'subscribe_total', 'value': '22.78'}]",4.556,"[{'action_type': 'outbound_click', 'value': '4.556'}]",4.556,3.796667,0.299737,,0.037467,0.037467,0.876154,,0.03948,0.615676,9.35908,9.760069,1.520131,2025-12-15,2025-12-15,1.042845,2434,0.205423,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.205423'}]",2334,22.78,48,3,49,493,240,119
,382,,,67,31,31,382,,,,45,4,4,2,,3337,7,3337,58,47,,3212,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,25-34,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,161,"[{'action_type': 'subscribe_mobile_app', 'value': '9.560909'}, {'action_type': 'subscribe_total', 'value': '9.560909'}]",1.569701,"[{'action_type': 'outbound_click', 'value': '1.569701'}]",1.569701,3.392581,0.275314,,0.031516,0.031516,1.813276,,0.032743,0.65323,9.907678,10.836682,1.516722,2025-12-15,2025-12-15,1.093766,10615,0.631182,67,"[{'action_type': 'outbound_click', 'value': '67'}]","[{'action_type': 'outbound_click', 'value': '0.631182'}]",9705,105.17,275,3,269,2748,1308,740
,907,3,1,111,63,63,907,,,,57,3,3,3,,4188,11,4188,75,60,,4002,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,35-44,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,165,"[{'action_type': 'subscribe_mobile_app', 'value': '6.200909'}, {'action_type': 'subscribe_total', 'value': '6.200909'}, {'action_type': 'start_trial_mobile_app', 'value': '45.473333'}, {'action_type': 'start_trial_total', 'value': '45.473333'}]",1.229009,"[{'action_type': 'outbound_click', 'value': '1.229009'}]",1.229009,2.165397,0.150408,,0.032574,0.032574,1.818933,,0.034088,0.826788,11.6718,12.318945,1.411704,2025-12-15,2025-12-15,1.055445,11688,0.949692,111,"[{'action_type': 'outbound_click', 'value': '111'}]","[{'action_type': 'outbound_click', 'value': '0.949692'}]",11074,136.42,343,4,332,3452,1627,881
,141,,1,51,16,16,141,,,,17,1,1,1,,1495,3,1495,23,18,,1421,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,45-54,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,63,"[{'action_type': 'subscribe_mobile_app', 'value': '10.324'}, {'action_type': 'subscribe_total', 'value': '10.324'}]",1.012157,"[{'action_type': 'outbound_click', 'value': '1.012157'}]",1.012157,3.22625,0.366099,,0.034528,0.034528,2.244348,,0.036327,0.819365,14.487791,14.923388,1.768173,2025-12-15,2025-12-15,1.030066,3563,1.431378,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '1.431378'}]",3459,51.62,139,4,130,1208,587,331
,5,,,5,,,5,,,,4,,,,,191,,191,4,4,,182,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,55-64,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,8,,1.268,"[{'action_type': 'outbound_click', 'value': '1.268'}]",1.268,,1.268,,0.033194,0.033194,1.585,,0.034835,0.7925,16.772487,16.997319,2.116402,2025-12-15,2025-12-15,1.013405,378,1.322751,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.322751'}]",373,6.34,29,5,27,168,97,60
,,,,1,,,,,,,2,,,,,58,,58,2,2,,55,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,65+,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,2.36,"[{'action_type': 'outbound_click', 'value': '2.36'}]",2.36,,,,0.04069,0.04069,1.18,,0.042909,2.36,13.964497,14.390244,0.591716,2025-12-15,2025-12-15,1.030488,169,0.591716,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.591716'}]",164,2.36,2,3,2,44,19,9
,2,,,1,,,2,,,,1,,,,,14,,14,1,1,,12,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,18-24,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,0.58,"[{'action_type': 'outbound_click', 'value': '0.58'}]",0.58,,0.29,,0.041429,0.041429,0.58,,0.048333,0.58,15.263158,16.111111,2.631579,2025-12-15,2025-12-15,1.055556,38,2.631579,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",36,0.58,1,3,,12,4,3
,16,,,4,1,1,16,,,,1,,,,,115,,115,1,1,,110,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,25-34,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,4,,1.2,"[{'action_type': 'outbound_click', 'value': '1.2'}]",1.2,4.8,0.3,,0.041739,0.041739,4.8,,0.043636,1.2,14.243323,14.723926,1.186944,2025-12-15,2025-12-15,1.033742,337,1.186944,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.186944'}]",326,4.8,4,3,4,101,42,22
,30,,,8,1,1,30,,,,3,,,,,246,,246,3,3,,235,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,35-44,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,8,"[{'action_type': 'subscribe_mobile_app', 'value': '8.42'}, {'action_type': 'subscribe_total', 'value': '8.42'}]",1.0525,"[{'action_type': 'outbound_click', 'value': '1.0525'}]",1.0525,8.42,0.280667,,0.034228,0.034228,2.806667,,0.03583,1.0525,13.894389,14.393162,1.320132,2025-12-15,2025-12-15,1.035897,606,1.320132,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.320132'}]",585,8.42,15,4,14,211,103,65
,107,,,10,9,9,107,,,,2,,,,,177,,177,2,2,,165,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,45-54,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,10,,0.742,"[{'action_type': 'outbound_click', 'value': '0.742'}]",0.742,0.824444,0.069346,,0.041921,0.041921,3.71,,0.04497,0.742,18.976982,19.07455,2.557545,2025-12-15,2025-12-15,1.005141,391,2.557545,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '2.557545'}]",389,7.42,18,5,16,150,82,48
,4,,,2,,,4,,,,,,,,,43,,43,,,,41,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,55-64,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,2,,1.175,"[{'action_type': 'outbound_click', 'value': '1.175'}]",1.175,,0.5875,,0.054651,0.054651,,,0.057317,1.175,27.97619,30.128205,2.380952,2025-12-15,2025-12-15,1.076923,84,2.380952,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.380952'}]",78,2.35,8,6,8,38,29,17
,2,,,1,,,2,,,,,,,,,7,,7,,,,6,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,65+,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,0.26,"[{'action_type': 'outbound_click', 'value': '0.26'}]",0.26,,0.13,,0.037143,0.037143,,,0.043333,0.26,26,32.5,10,2025-12-15,2025-12-15,1.25,10,10,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '10'}]",8,0.26,2,6,2,5,4,2
