action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,3,,,,,threads,3,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,2,,,,,threads,2,0.02,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,audience_network,1,0,1,14,1,1,1,1
,168,1,,27,12,12,168,,,7,,,,,685,1,685,8,7,,650,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,27,"[{'action_type': 'subscribe_mobile_app', 'value': '13.553333'}, {'action_type': 'subscribe_total', 'value': '13.553333'}, {'action_type': 'start_trial_mobile_app', 'value': '13.553333'}, {'action_type': 'start_trial_total', 'value': '13.553333'}]",1.505926,"[{'action_type': 'outbound_click', 'value': '1.505926'}]",1.505926,3.388333,0.242024,,0.059358,0.059358,5.0825,,0.062554,1.505926,17.214225,18.406519,1.143099,2025-12-11,2025-12-11,1.069262,2362,1.143099,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.143099'}]",facebook,2209,40.66,62,3,58,573,297,183
,154,,,26,14,14,154,,,16,1,1,1,,1035,1,1035,19,17,,990,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,55,"[{'action_type': 'subscribe_mobile_app', 'value': '12.745'}, {'action_type': 'subscribe_total', 'value': '12.745'}, {'action_type': 'start_trial_mobile_app', 'value': '10.196'}, {'action_type': 'start_trial_total', 'value': '10.196'}]",1.960769,"[{'action_type': 'outbound_click', 'value': '1.960769'}]",1.960769,3.641429,0.331039,,0.049256,0.049256,2.683158,,0.051495,0.926909,15.76376,16.471729,1.70068,2025-12-11,2025-12-11,1.044911,3234,0.803958,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '0.803958'}]",instagram,3095,50.98,63,3,63,904,440,275
,2,,,1,1,1,2,,,,,,,,82,,82,,,,81,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,2.83,"[{'action_type': 'outbound_click', 'value': '2.83'}]",2.83,2.83,1.415,,0.034512,0.034512,,,0.034938,2.83,17.256098,17.256098,0.609756,2025-12-11,2025-12-11,1,164,0.609756,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.609756'}]",threads,164,2.83,15,7,15,75,45,24
,,,,,,,,,,,,,,,6,,6,,,,6,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.085,0.085,,,0.085,,17.586207,17.586207,0,2025-12-11,2025-12-11,1,29,,,,,facebook,29,0.51,,2,,3,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0775,0.0775,,,0.0775,,20.666667,20.666667,0,2025-12-11,2025-12-11,1,15,,,,,instagram,15,0.31,,2,,4,,
,,,,,,,,,,,,,,,13,,13,,,,13,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.032308,0.032308,,,0.032308,,13.548387,14,0,2025-12-11,2025-12-11,1.033333,31,,,,,threads,30,0.42,2,4,2,9,3,2
,,,,,,,,,,,,,,,6,,6,,,,6,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.083333,0.083333,,,0.083333,,12.820513,13.157895,0,2025-12-11,2025-12-11,1.026316,39,,,,,facebook,38,0.5,1,2,1,5,1,1
,,,,,,,,,,,,,,,9,,9,,,,9,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,,,,,,,0.058889,0.058889,,,0.058889,0.53,22.083333,23.043478,4.166667,2025-12-11,2025-12-11,1.043478,24,,,,,instagram,23,0.53,1,4,1,8,2,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.023333,0.023333,,,0.023333,,11.666667,11.666667,0,2025-12-11,2025-12-11,1,6,,,,,threads,6,0.07,,3,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,20,20,0,2025-12-11,2025-12-11,1,4,,,,,facebook,4,0.08,,6,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.1,0.1,,,0.1,,14.285714,14.285714,0,2025-12-11,2025-12-11,1,7,,,,,instagram,7,0.1,,1,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.033333,0.033333,,,0.033333,,16.666667,16.666667,0,2025-12-11,2025-12-11,1,6,,,,,threads,6,0.1,1,6,1,3,3,1
,,,,12,,,,,,1,,,,,563,1,563,2,1,,549,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,12,,2.577993,"[{'action_type': 'outbound_click', 'value': '2.577993'}]",2.577993,,,,0.054948,0.054948,15.467958,,0.05635,2.577993,16.997756,17.360222,0.659341,2025-12-11,2025-12-11,1.021324,1820,0.659341,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '0.659341'}]",facebook,1782,30.935916,53,3,51,499,210,121
,24,,,4,2,2,24,,,3,,,,,260,,260,3,3,,253,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,,4.805919,"[{'action_type': 'outbound_click', 'value': '4.805919'}]",4.805919,9.611838,0.800987,,0.073937,0.073937,6.407892,,0.075983,3.844735,19.476876,19.777445,0.506586,2025-12-11,2025-12-11,1.015432,987,0.405268,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.405268'}]",instagram,972,19.223676,18,3,18,224,85,42
,,,,,,,,,,,,,,,74,,74,,,,74,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.028789,0.028789,,,0.028789,,14.202716,14.298036,0,2025-12-11,2025-12-11,1.006711,150,,,,,threads,149,2.130407,7,5,7,69,30,19
,,,,1,,,,,,,,,,,49,,49,,,,48,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,3.02,"[{'action_type': 'outbound_click', 'value': '3.02'}]",3.02,,,,0.061633,0.061633,,,0.062917,3.02,15.978836,17.062147,0.529101,2025-12-11,2025-12-11,1.067797,189,0.529101,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.529101'}]",facebook,177,3.02,5,3,3,44,20,7
,,,,,,,,,,,,,,,1,,1,,,,1,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.19,0.19,,,0.19,,31.666667,31.666667,0,2025-12-11,2025-12-11,1,6,,,,,instagram,6,0.19,,1,,1,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-11,2025-12-11,1,4,,,,,threads,4,0.1,1,17,1,2,2,2
,,,,8,2,2,,,,2,,,,,146,,146,2,2,,136,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,8,,1.42625,"[{'action_type': 'outbound_click', 'value': '1.42625'}]",1.42625,5.705,,,0.078151,0.078151,5.705,,0.083897,1.42625,17.968504,18.285256,1.259843,2025-12-11,2025-12-11,1.017628,635,1.259843,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.259843'}]",facebook,624,11.41,19,3,17,118,54,32
,,,,5,,,,,,,,,,,78,,78,,,,73,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,,1.622,"[{'action_type': 'outbound_click', 'value': '1.622'}]",1.622,,,,0.103974,0.103974,,,0.111096,1.622,18.473804,19.636804,1.138952,2025-12-11,2025-12-11,1.062954,439,1.138952,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.138952'}]",instagram,413,8.11,3,2,3,65,32,19
,,,,,,,,,,,,,,,15,,15,,,,15,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.032,0.032,,,0.032,,15.483871,15.483871,0,2025-12-11,2025-12-11,1,31,,,,,threads,31,0.48,,4,1,12,4,1
,,,,,,,,,,,,,,,14,,14,,,,14,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.094286,0.094286,,,0.094286,,16.708861,17.6,0,2025-12-11,2025-12-11,1.053333,79,,,,,facebook,75,1.32,1,2,1,11,5,4
,1,,,,,,1,,,,,,,,3,,3,,,,3,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,0.2,,0.066667,0.066667,,,0.066667,,18.181818,18.181818,0,2025-12-11,2025-12-11,1,11,,,,,instagram,11,0.2,,3,,3,2,
,,,,,,,,,,,,,,,7,,7,,,,7,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,11.666667,11.666667,0,2025-12-11,2025-12-11,1,18,,,,,threads,18,0.21,2,4,2,7,2,2
,,,,,,,,,,,,,,,,,,,,,,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-11,2025-12-11,1,3,,,,,facebook,3,0.02,,1,,,,
,,,,,,,,,,,,,,,12,,12,,,,12,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.018333,0.018333,,,0.018333,,13.75,13.75,0,2025-12-11,2025-12-11,1,16,,,,,threads,16,0.22,,7,,11,7,3
,,,,1,,,,,,,,,,,4,,4,,,,3,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.16,"[{'action_type': 'outbound_click', 'value': '0.16'}]",0.16,,,,0.04,0.04,,,0.053333,0.16,17.777778,17.777778,11.111111,2025-12-11,2025-12-11,1,9,11.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",facebook,9,0.16,,3,,3,2,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.215,0.215,,,0.215,,26.875,26.875,0,2025-12-11,2025-12-11,1,16,,,,,instagram,16,0.43,,2,,1,1,
,,,,,,,,,,,,,,,9,,9,,,,9,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.027778,0.027778,,,0.027778,,12.5,12.5,0,2025-12-11,2025-12-11,1,20,,,,,threads,20,0.25,,4,,7,5,2
,268,3,,51,18,18,268,,,11,,,,,960,5,960,16,11,,893,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,49,"[{'action_type': 'subscribe_mobile_app', 'value': '8.571762'}, {'action_type': 'subscribe_total', 'value': '8.571762'}, {'action_type': 'start_trial_mobile_app', 'value': '6.428821'}, {'action_type': 'start_trial_total', 'value': '6.428821'}]",1.008443,"[{'action_type': 'outbound_click', 'value': '1.028611'}]",1.008443,2.857254,0.191905,,0.053574,0.053574,3.214411,,0.057593,1.049603,14.627579,15.117745,1.393629,2025-12-11,2025-12-11,1.03351,3516,1.450512,51,"[{'action_type': 'outbound_click', 'value': '50'}]","[{'action_type': 'outbound_click', 'value': '1.422071'}]",facebook,3402,51.430569,120,3,106,797,411,238
,264,,1,27,13,13,264,,,22,,,1,,812,5,812,29,23,,756,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,45,"[{'action_type': 'subscribe_mobile_app', 'value': '6.563015'}, {'action_type': 'subscribe_total', 'value': '6.563015'}, {'action_type': 'start_trial_mobile_app', 'value': '4.922262'}, {'action_type': 'start_trial_total', 'value': '4.922262'}]",1.458448,"[{'action_type': 'outbound_click', 'value': '1.458448'}]",1.458448,3.029084,0.149159,,0.048495,0.048495,1.357865,,0.052087,0.875069,14.660496,15.139597,1.675354,2025-12-11,2025-12-11,1.03268,2686,1.005212,27,"[{'action_type': 'outbound_click', 'value': '27'}]","[{'action_type': 'outbound_click', 'value': '1.005212'}]",instagram,2601,39.378093,70,3,70,678,307,179
,34,,,6,4,4,34,,,,1,1,,,277,,277,1,,,270,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,6,,1.085223,"[{'action_type': 'outbound_click', 'value': '1.085223'}]",1.085223,1.627835,0.19151,,0.023507,0.023507,6.511338,,0.024116,1.085223,13.074976,13.074976,1.204819,2025-12-11,2025-12-11,1,498,1.204819,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.204819'}]",threads,498,6.511338,40,7,41,243,138,76
,,,,,,,,,,,,,,,1,,1,,,,1,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.2,0.2,,,0.2,,25,25,0,2025-12-11,2025-12-11,1,8,,,,,facebook,8,0.2,,2,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.076667,0.076667,,,0.076667,,19.166667,19.166667,0,2025-12-11,2025-12-11,1,12,,,,,instagram,12,0.23,1,3,1,3,1,1
,,,,,,,,,,,,,,,5,,5,,,,5,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,16.666667,16.666667,0,2025-12-11,2025-12-11,1,6,,,,,threads,6,0.1,,6,,5,1,
,,,,,,,,,,,,,,,4,,4,,,,4,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,17.142857,17.142857,0,2025-12-11,2025-12-11,1,7,,,,,instagram,7,0.12,1,26,1,4,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,16,16,0,2025-12-11,2025-12-11,1,5,,,,,threads,5,0.08,,5,,2,,
,,,,,,,,,,,,,,,,,,,,,,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-11,2025-12-11,1,3,,,,,facebook,3,0.04,,1,,,,
2,286,,,43,14,14,286,2,2,14,,,,2,1457,1,1457,15,14,2,1399,2,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,41,"[{'action_type': 'subscribe_mobile_app', 'value': '13.215654'}, {'action_type': 'subscribe_total', 'value': '13.215654'}, {'action_type': 'start_trial_mobile_app', 'value': '11.013045'}, {'action_type': 'start_trial_total', 'value': '11.013045'}]",1.536704,"[{'action_type': 'outbound_click', 'value': '1.536704'}]",1.536704,4.719876,0.231043,33.039134,0.045352,0.045352,4.405218,33.039134,0.047233,1.611665,15.197394,16.291486,0.942962,2025-12-11,2025-12-11,1.071992,4348,0.98896,43,"[{'action_type': 'outbound_click', 'value': '43'}]","[{'action_type': 'outbound_click', 'value': '0.98896'}]",facebook,4056,66.078268,107,3,101,1219,592,322
,71,,,8,6,6,71,,,4,,,,,165,,165,4,4,,153,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,9,"[{'action_type': 'subscribe_mobile_app', 'value': '5.341626'}, {'action_type': 'subscribe_total', 'value': '5.341626'}, {'action_type': 'start_trial_mobile_app', 'value': '5.341626'}, {'action_type': 'start_trial_total', 'value': '5.341626'}]",1.335407,"[{'action_type': 'outbound_click', 'value': '1.335407'}]",1.335407,1.780542,0.150468,,0.064747,0.064747,2.670813,,0.069825,1.187028,18.046035,18.547314,1.52027,2025-12-11,2025-12-11,1.027778,592,1.351351,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.351351'}]",instagram,576,10.683253,16,3,16,130,72,40
,,,,,,,,,,,,,,,,,,,,,,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,6.918707,6.918707,0,2025-12-11,2025-12-11,1,13,,,,,messenger,13,0.089943,,1,,,,
,,,,1,,,,,,,,,,,100,,100,,,,99,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.318536,"[{'action_type': 'outbound_click', 'value': '2.318536'}]",2.318536,,,,0.023185,0.023185,,,0.02342,2.318536,11.200656,11.200656,0.483092,2025-12-11,2025-12-11,1,207,0.483092,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.483092'}]",threads,207,2.318536,16,8,16,87,48,28
,,,,,,,,,,,,,,,1,,1,,,,1,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,threads,1,0.01,,11,,1,1,1
,,,,,,,,,,,,,,,4,,4,,,,4,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0175,0.0175,,,0.0175,,14,14,0,2025-12-11,2025-12-11,1,5,,,,,threads,5,0.07,1,19,1,3,3,2
,91,,1,23,8,8,91,,,6,,,,,442,1,442,8,6,,411,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,22,"[{'action_type': 'subscribe_mobile_app', 'value': '13.838517'}, {'action_type': 'subscribe_total', 'value': '13.838517'}, {'action_type': 'start_trial_mobile_app', 'value': '13.838517'}, {'action_type': 'start_trial_total', 'value': '13.838517'}]",1.203349,"[{'action_type': 'outbound_click', 'value': '1.203349'}]",1.203349,3.459629,0.304143,,0.062618,0.062618,3.459629,,0.067341,1.258047,18.402284,19.629102,1.462766,2025-12-11,2025-12-11,1.066667,1504,1.529255,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.529255'}]",facebook,1410,27.677034,70,3,64,361,183,117
,99,,,33,6,6,99,,,14,1,1,1,,664,1,664,17,15,,614,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,43,"[{'action_type': 'subscribe_mobile_app', 'value': '24.071118'}, {'action_type': 'subscribe_total', 'value': '24.071118'}, {'action_type': 'start_trial_mobile_app', 'value': '24.071118'}, {'action_type': 'start_trial_total', 'value': '24.071118'}]",1.458856,"[{'action_type': 'outbound_click', 'value': '1.458856'}]",1.458856,8.023706,0.486285,,0.072503,0.072503,2.831896,,0.078408,1.119587,18.160029,19.081346,1.622029,2025-12-11,2025-12-11,1.050733,2651,1.244813,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '1.244813'}]",instagram,2523,48.142236,65,3,65,551,240,154
,,,,,,,,,,1,,,,,99,,99,1,1,,98,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.028997,0.028997,2.87073,,0.029293,,14.353648,14.353648,0,2025-12-11,2025-12-11,1,200,,,,,threads,200,2.87073,16,6,16,94,51,27
,,,,,,,,,,,,,,,,,,,,,,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,messenger,1,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.01,,1,,,,
